"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","ARE","2303","United Arab Emirates","WLD"," World",2023,"Export",6,10.839
"H5","ARE","2303","United Arab Emirates","WLD"," World",2023,"Import",5,5059.227
"H5","ARE","2304","United Arab Emirates","WLD"," World",2018,"Export",6,32641.715
"H5","ARE","2304","United Arab Emirates","WLD"," World",2018,"Import",5,55753.051
"H5","ARE","2304","United Arab Emirates","WLD"," World",2019,"Export",6,33715.141
"H5","ARE","2304","United Arab Emirates","WLD"," World",2019,"Import",5,66739.577
"H5","ARE","2304","United Arab Emirates","WLD"," World",2020,"Export",6,25627.799
"H5","ARE","2304","United Arab Emirates","WLD"," World",2020,"Import",5,71811.042
"H5","ARE","2304","United Arab Emirates","WLD"," World",2021,"Export",6,36813.416
"H5","ARE","2304","United Arab Emirates","WLD"," World",2021,"Import",5,97097.568
"H5","ARE","2304","United Arab Emirates","WLD"," World",2022,"Export",6,72317.273
"H5","ARE","2304","United Arab Emirates","WLD"," World",2022,"Import",5,168194.601
"H5","ARE","2304","United Arab Emirates","WLD"," World",2023,"Export",6,21502.476
"H5","ARE","2304","United Arab Emirates","WLD"," World",2023,"Import",5,102671.564
"H5","ARE","2305","United Arab Emirates","WLD"," World",2018,"Export",6,0
"H5","ARE","2305","United Arab Emirates","WLD"," World",2018,"Import",5,1.426
"H5","ARE","2305","United Arab Emirates","WLD"," World",2019,"Export",6,0
"H5","ARE","2305","United Arab Emirates","WLD"," World",2019,"Import",5,0.551
"H5","ARE","2305","United Arab Emirates","WLD"," World",2020,"Export",6,0
"H5","ARE","2305","United Arab Emirates","WLD"," World",2020,"Import",5,0.746
"H5","ARE","2305","United Arab Emirates","WLD"," World",2021,"Export",6,1.001
"H5","ARE","2305","United Arab Emirates","WLD"," World",2021,"Import",5,1.46
"H5","ARE","2305","United Arab Emirates","WLD"," World",2022,"Export",6,0
"H5","ARE","2305","United Arab Emirates","WLD"," World",2022,"Import",5,2.503
"H5","ARE","2305","United Arab Emirates","WLD"," World",2023,"Export",6,0
"H5","ARE","2305","United Arab Emirates","WLD"," World",2023,"Import",5,8.386
"H5","ARE","2306","United Arab Emirates","WLD"," World",2018,"Export",6,80098.796
"H5","ARE","2306","United Arab Emirates","WLD"," World",2018,"Import",5,1474.534
"H5","ARE","2306","United Arab Emirates","WLD"," World",2019,"Export",6,117267.846
"H5","ARE","2306","United Arab Emirates","WLD"," World",2019,"Import",5,747.044
"H5","ARE","2306","United Arab Emirates","WLD"," World",2020,"Export",6,163966.595
"H5","ARE","2306","United Arab Emirates","WLD"," World",2020,"Import",5,1651.537
"H5","ARE","2306","United Arab Emirates","WLD"," World",2021,"Export",6,215401.504
"H5","ARE","2306","United Arab Emirates","WLD"," World",2021,"Import",5,585.689
"H5","ARE","2306","United Arab Emirates","WLD"," World",2022,"Export",6,249734.376
"H5","ARE","2306","United Arab Emirates","WLD"," World",2022,"Import",5,3710.018
"H5","ARE","2306","United Arab Emirates","WLD"," World",2023,"Export",6,233033.257
"H5","ARE","2306","United Arab Emirates","WLD"," World",2023,"Import",5,16767.472
"H5","ARE","2307","United Arab Emirates","WLD"," World",2020,"Export",6,0
"H5","ARE","2307","United Arab Emirates","WLD"," World",2022,"Import",5,0.956
"H5","ARE","2307","United Arab Emirates","WLD"," World",2023,"Import",5,0.017
"H5","ARE","2308","United Arab Emirates","WLD"," World",2018,"Export",6,165.94
"H5","ARE","2308","United Arab Emirates","WLD"," World",2018,"Import",5,1100.595
"H5","ARE","2308","United Arab Emirates","WLD"," World",2019,"Export",6,528.935
"H5","ARE","2308","United Arab Emirates","WLD"," World",2019,"Import",5,835.269
"H5","ARE","2308","United Arab Emirates","WLD"," World",2020,"Export",6,473.151
"H5","ARE","2308","United Arab Emirates","WLD"," World",2020,"Import",5,1091.622
"H5","ARE","2308","United Arab Emirates","WLD"," World",2021,"Export",6,340.406
"H5","ARE","2308","United Arab Emirates","WLD"," World",2021,"Import",5,3551.073
"H5","ARE","2308","United Arab Emirates","WLD"," World",2022,"Export",6,86.451
"H5","ARE","2308","United Arab Emirates","WLD"," World",2022,"Import",5,1189.739
"H5","ARE","2308","United Arab Emirates","WLD"," World",2023,"Export",6,62.613
"H5","ARE","2308","United Arab Emirates","WLD"," World",2023,"Import",5,1381.575
"H5","ARE","2309","United Arab Emirates","WLD"," World",2018,"Export",6,31763.142
"H5","ARE","2309","United Arab Emirates","WLD"," World",2018,"Import",5,189557.286
"H5","ARE","2309","United Arab Emirates","WLD"," World",2019,"Export",6,40928.953
"H5","ARE","2309","United Arab Emirates","WLD"," World",2019,"Import",5,163289.084
"H5","ARE","2309","United Arab Emirates","WLD"," World",2020,"Export",6,38407.323
"H5","ARE","2309","United Arab Emirates","WLD"," World",2020,"Import",5,177838.055
"H5","ARE","2309","United Arab Emirates","WLD"," World",2021,"Export",6,31313.648
"H5","ARE","2309","United Arab Emirates","WLD"," World",2021,"Import",5,143573.955
"H5","ARE","2309","United Arab Emirates","WLD"," World",2022,"Export",6,32511.948
"H5","ARE","2309","United Arab Emirates","WLD"," World",2022,"Import",5,256979.355
"H5","ARE","2309","United Arab Emirates","WLD"," World",2023,"Export",6,35099.395
"H5","ARE","2309","United Arab Emirates","WLD"," World",2023,"Import",5,197054.787
"H5","ARE","2401","United Arab Emirates","WLD"," World",2018,"Export",6,59.409
"H5","ARE","2401","United Arab Emirates","WLD"," World",2018,"Import",5,385462.334
"H5","ARE","2401","United Arab Emirates","WLD"," World",2019,"Export",6,2245.914
"H5","ARE","2401","United Arab Emirates","WLD"," World",2019,"Import",5,219668.059
"H5","ARE","2401","United Arab Emirates","WLD"," World",2020,"Export",6,11834.09
"H5","ARE","2401","United Arab Emirates","WLD"," World",2020,"Import",5,281294.718
"H5","ARE","2401","United Arab Emirates","WLD"," World",2021,"Export",6,2548.601
"H5","ARE","2401","United Arab Emirates","WLD"," World",2021,"Import",5,288882.71
"H5","ARE","2401","United Arab Emirates","WLD"," World",2022,"Export",6,2998.773
"H5","ARE","2401","United Arab Emirates","WLD"," World",2022,"Import",5,430134.695
"H5","ARE","2401","United Arab Emirates","WLD"," World",2023,"Export",6,50245.963
"H5","ARE","2401","United Arab Emirates","WLD"," World",2023,"Import",5,547429.145
"H5","ARE","2402","United Arab Emirates","WLD"," World",2018,"Export",6,3046470.18
"H5","ARE","2402","United Arab Emirates","WLD"," World",2018,"Import",5,865596.052
"H5","ARE","2402","United Arab Emirates","WLD"," World",2019,"Export",6,3500429.175
"H5","ARE","2402","United Arab Emirates","WLD"," World",2019,"Import",5,658345.685
"H5","ARE","2402","United Arab Emirates","WLD"," World",2020,"Export",6,3159121.474
"H5","ARE","2402","United Arab Emirates","WLD"," World",2020,"Import",5,752516.188
"H5","ARE","2402","United Arab Emirates","WLD"," World",2021,"Export",6,3663608.043
"H5","ARE","2402","United Arab Emirates","WLD"," World",2021,"Import",5,625356.327
"H5","ARE","2402","United Arab Emirates","WLD"," World",2022,"Export",6,4207639.913
"H5","ARE","2402","United Arab Emirates","WLD"," World",2022,"Import",5,655141.22
"H5","ARE","2402","United Arab Emirates","WLD"," World",2023,"Export",6,4887274.726
"H5","ARE","2402","United Arab Emirates","WLD"," World",2023,"Import",5,661848.491
"H5","ARE","2403","United Arab Emirates","WLD"," World",2018,"Export",6,116053.989
"H5","ARE","2403","United Arab Emirates","WLD"," World",2018,"Import",5,273935.312
"H5","ARE","2403","United Arab Emirates","WLD"," World",2019,"Export",6,157296.848
"H5","ARE","2403","United Arab Emirates","WLD"," World",2019,"Import",5,321986.881
"H5","ARE","2403","United Arab Emirates","WLD"," World",2020,"Export",6,171777.845
"H5","ARE","2403","United Arab Emirates","WLD"," World",2020,"Import",5,249464.992
"H5","ARE","2403","United Arab Emirates","WLD"," World",2021,"Export",6,299197.464
"H5","ARE","2403","United Arab Emirates","WLD"," World",2021,"Import",5,206504.466
"H5","ARE","2403","United Arab Emirates","WLD"," World",2022,"Export",6,427593.019
"H5","ARE","2403","United Arab Emirates","WLD"," World",2022,"Import",5,323074.899
"H5","ARE","2403","United Arab Emirates","WLD"," World",2023,"Export",6,515679.525
"H5","ARE","2403","United Arab Emirates","WLD"," World",2023,"Import",5,385525.8
"H5","ARE","2501","United Arab Emirates","WLD"," World",2018,"Export",6,2068.575
"H5","ARE","2501","United Arab Emirates","WLD"," World",2018,"Import",5,27019.38
"H5","ARE","2501","United Arab Emirates","WLD"," World",2019,"Export",6,1626.766
"H5","ARE","2501","United Arab Emirates","WLD"," World",2019,"Import",5,27654.839
"H5","ARE","2501","United Arab Emirates","WLD"," World",2020,"Export",6,1998.559
"H5","ARE","2501","United Arab Emirates","WLD"," World",2020,"Import",5,30417.029
"H5","ARE","2501","United Arab Emirates","WLD"," World",2021,"Export",6,2163.654
"H5","ARE","2501","United Arab Emirates","WLD"," World",2021,"Import",5,29746.785
"H5","ARE","2501","United Arab Emirates","WLD"," World",2022,"Export",6,1537.82
"H5","ARE","2501","United Arab Emirates","WLD"," World",2022,"Import",5,32315.265
"H5","ARE","2501","United Arab Emirates","WLD"," World",2023,"Export",6,2003.621
"H5","ARE","2501","United Arab Emirates","WLD"," World",2023,"Import",5,28712.894
"H5","ARE","2502","United Arab Emirates","WLD"," World",2018,"Export",6,0
"H5","ARE","2502","United Arab Emirates","WLD"," World",2018,"Import",5,74.417
"H5","ARE","2502","United Arab Emirates","WLD"," World",2019,"Export",6,0
"H5","ARE","2502","United Arab Emirates","WLD"," World",2019,"Import",5,117.12
"H5","ARE","2502","United Arab Emirates","WLD"," World",2020,"Import",5,11.525
"H5","ARE","2502","United Arab Emirates","WLD"," World",2021,"Export",6,2.728
"H5","ARE","2502","United Arab Emirates","WLD"," World",2021,"Import",5,370.194
"H5","ARE","2502","United Arab Emirates","WLD"," World",2022,"Export",6,0
"H5","ARE","2502","United Arab Emirates","WLD"," World",2022,"Import",5,80.825
"H5","ARE","2502","United Arab Emirates","WLD"," World",2023,"Export",6,0.817
"H5","ARE","2502","United Arab Emirates","WLD"," World",2023,"Import",5,47.149
"H5","ARE","2503","United Arab Emirates","WLD"," World",2018,"Export",6,0
"H5","ARE","2503","United Arab Emirates","WLD"," World",2018,"Import",5,180.099
"H5","ARE","2503","United Arab Emirates","WLD"," World",2019,"Export",6,0
"H5","ARE","2503","United Arab Emirates","WLD"," World",2019,"Import",5,282.614
"H5","ARE","2503","United Arab Emirates","WLD"," World",2020,"Export",6,134.354
"H5","ARE","2503","United Arab Emirates","WLD"," World",2020,"Import",5,1061.429
"H5","ARE","2503","United Arab Emirates","WLD"," World",2021,"Export",6,560.607
"H5","ARE","2503","United Arab Emirates","WLD"," World",2021,"Import",5,348.951
"H5","ARE","2503","United Arab Emirates","WLD"," World",2022,"Export",6,3375.24
"H5","ARE","2503","United Arab Emirates","WLD"," World",2022,"Import",5,990.158
